Gene stable ID	NCBI gene (formerly Entrezgene) ID	HGNC symbol	Chromosome/scaffold name
ENSG00000261063			16
ENSG00000006210	6376	CX3CL1	16
ENSG00000186787	474343	SPIN2B	X
ENSG00000264712	100616261	MIR4504	14
ENSG00000259071			14
ENSG00000258857			14
ENSG00000100490	8814	CDKL1	14
ENSG00000259999			16
ENSG00000286653			16
ENSG00000261818			16
ENSG00000260183			16
ENSG00000260594			16
ENSG00000283689			16
ENSG00000153774	10428	CFDP1	16
ENSG00000165583	6758	SSX5	X
ENSG00000175334	8815	BANF1	11
ENSG00000167183	79170	PRR15L	17
ENSG00000239921	101927149	LINC01471	3
ENSG00000253408		IKBKB-DT	8
ENSG00000226886			2
ENSG00000226915		RPL19P4	2
ENSG00000226121		AHCTF1P1	2
ENSG00000251665			17
ENSG00000183840	2863	GPR39	2
ENSG00000278765			17
ENSG00000278346			17
ENSG00000244559			17
ENSG00000263657			17
ENSG00000123143	5585	PKN1	19
ENSG00000165376	9075	CLDN2	X
ENSG00000126368	9572	NR1D1	17
ENSG00000240395		RPL5P23	8
ENSG00000230385			2
ENSG00000230948		AURKBP1	8
ENSG00000253754			8
ENSG00000243287		RPS17P14	8
ENSG00000239498			2
ENSG00000272841	117981787	MAP3K4-AS1	6
ENSG00000104412	9694	EMC2	8
ENSG00000231426		FILNC1	6
ENSG00000176720	666	BOK	2
ENSG00000198455	158586	ZXDB	X
ENSG00000273891			10
ENSG00000165591	158584	FAAH2	X
ENSG00000285715			10
ENSG00000285973			10
ENSG00000250514	101928203	LINC02125	16
ENSG00000245768			16
ENSG00000166189	79803	HPS6	10
ENSG00000168216	55788	LMBRD1	6
ENSG00000092200	57096	RPGRIP1	14
ENSG00000224302			10
ENSG00000260417			16
ENSG00000229629			10
ENSG00000198728	8861	LDB1	10
ENSG00000140876	283927	NUDT7	16
ENSG00000175315	1474	CST6	11
ENSG00000224410			2
ENSG00000237975	339400	FLG-AS1	1
ENSG00000136710	84317	CCDC115	2
ENSG00000165118	84267	C9orf64	9
ENSG00000242052		RPL10P7	3
ENSG00000239432			3
ENSG00000236138		DUX4L26	3
ENSG00000266222			17
ENSG00000199545		RNA5SP195	5
ENSG00000286919			3
ENSG00000253015		RN7SKP64	5
ENSG00000114520	8723	SNX4	3
ENSG00000120727	51247	PAIP2	5
ENSG00000108651	55813	UTP6	17
ENSG00000175294	117144	CATSPER1	11
ENSG00000102385	1821	DRP2	X
ENSG00000284179	407043	MIR7-1	9
ENSG00000235298		HNRNPK-AS1	9
ENSG00000202523			9
ENSG00000227463	101927575		9
ENSG00000270166			9
ENSG00000288586			9
ENSG00000261168			1
ENSG00000287980	105378930		1
ENSG00000229283			1
ENSG00000107140	7016	TESK1	9
ENSG00000271419			1
ENSG00000226172	105378933		1
ENSG00000211707		TRBV7-1	7
ENSG00000226592			7
ENSG00000006459	80853	KDM7A	7
ENSG00000253657			8
ENSG00000275078			8
ENSG00000169427	51305	KCNK9	8
ENSG00000287885	105371272		16
ENSG00000260504			16
ENSG00000079335	8556	CDC14A	1
ENSG00000284675			16
ENSG00000280261			16
ENSG00000176678	2300	FOXL1	16
ENSG00000184517	162239	ZFP1	16
ENSG00000232320		MXRA7P1	2
ENSG00000249539		MRPS36P2	4
ENSG00000281058		DUX4L6	4
ENSG00000115840	8604	SLC25A12	2
ENSG00000175229	89792	GAL3ST3	11
ENSG00000286860			4
ENSG00000251611		FHIP1A-DT	4
ENSG00000250590		LINC02492	4
ENSG00000272742			5
ENSG00000286459			11
ENSG00000170482	9963	SLC23A1	5
ENSG00000087365	10992	SF3B2	11
ENSG00000274064			8
ENSG00000259891			8
ENSG00000272858			22
ENSG00000104472	54108	CHRAC1	8
ENSG00000224256			22
ENSG00000283990	406883	MIRLET7A3	22
ENSG00000284175	100616143	MIR4763	22
ENSG00000284520	406884	MIRLET7B	22
ENSG00000186951	5465	PPARA	22
ENSG00000148840	23082	PPRC1	10
ENSG00000140836	463	ZFHX3	16
ENSG00000106648	168391	GALNTL5	7
ENSG00000121578	8702	B4GALT4	3
ENSG00000147251	139818	DOCK11	X
ENSG00000168538	60684	TRAPPC11	4
ENSG00000259413			15
ENSG00000259227			15
ENSG00000140497	10066	SCAMP2	15
ENSG00000104408	3646	EIF3E	8
ENSG00000263892	100616214	MIR4667	9
ENSG00000231393			9
ENSG00000227933			9
ENSG00000159884	203260	CCDC107	9
ENSG00000280384			22
ENSG00000205643	150383	CDPF1	22
ENSG00000259995			16
ENSG00000226348		VN2R10P	16
ENSG00000249870			17
ENSG00000168411	55159	RFWD3	16
ENSG00000248883		B4GALNT2P1	17
ENSG00000283164			2
ENSG00000263787		SKAP1-AS1	17
ENSG00000213107		AHCYP5	2
ENSG00000183569	253190	SERHL2	22
ENSG00000238171			2
ENSG00000131480	314	AOC2	17
ENSG00000198521	7594	ZNF43	19
ENSG00000226338			2
ENSG00000235337			2
ENSG00000137135	84904	ARHGEF39	9
ENSG00000170476	51237	MZB1	5
ENSG00000267656			18
ENSG00000267032			18
ENSG00000263715	1394	LINC02210-CRHR1	17
ENSG00000263715	104909134	LINC02210-CRHR1	17
ENSG00000079156	114880	OSBPL6	2
ENSG00000168675	753	LDLRAD4	18
ENSG00000167780	8435	SOAT2	12
ENSG00000166197	9221	NOLC1	10
ENSG00000173991	8557	TCAP	17
ENSG00000272444			14
ENSG00000259013			14
ENSG00000228672	389333	PROB1	5
ENSG00000261783			16
ENSG00000277559			16
ENSG00000133983	51241	COX16	14
ENSG00000260797			16
ENSG00000261313			16
ENSG00000227011	100506650	LINC02876	17
ENSG00000170464	202052	DNAJC18	5
ENSG00000105085	9441	MED26	19
ENSG00000183742	346389	MACC1	7
ENSG00000262904		TMPOP2	16
ENSG00000186187	84937	ZNRF1	16
ENSG00000154945	91369	ANKRD40	17
ENSG00000243136		RN7SL22P	9
ENSG00000198467	7169	TPM2	9
ENSG00000261136			15
ENSG00000169371	10073	SNUPN	15
ENSG00000127445	5300	PIN1	19
ENSG00000260231	100134229	KDM7A-DT	7
ENSG00000258644	100529257	SYNJ2BP-COX16	14
ENSG00000198074	57016	AKR1B10	7
ENSG00000108465	80279	CDK5RAP3	17
ENSG00000277443	4082	MARCKS	6
ENSG00000272566			4
ENSG00000220960			6
ENSG00000250622			4
ENSG00000172594	10924	SMPDL3A	6
ENSG00000283043			4
ENSG00000140873	170692	ADAMTS18	16
ENSG00000251336	105377573	TEMN3-AS1	4
ENSG00000151005	84076	TKTL2	4
ENSG00000250350			4
ENSG00000250971			4
ENSG00000271307			4
ENSG00000250658			4
ENSG00000251619	105377610	LINC02508	4
ENSG00000224807		DUX4L9	4
ENSG00000250957			4
ENSG00000248429	285505	GASK1B-AS1	4
ENSG00000222640		RNU2-51P	14
ENSG00000213463	55333	SYNJ2BP	14
ENSG00000185231	4158	MC2R	18
ENSG00000073050	7515	XRCC1	19
ENSG00000236386			7
ENSG00000243779		RPL36AP49	18
ENSG00000283041			7
ENSG00000177803		YWHAQP4	4
ENSG00000279352			18
ENSG00000139985	8747	ADAM21	14
ENSG00000270469			18
ENSG00000257759			14
ENSG00000252263		RNU6-659P	14
ENSG00000134007	8748	ADAM20	14
ENSG00000233517			7
ENSG00000218424		NDUFS5P1	6
ENSG00000175322	162655	ZNF519	18
ENSG00000251165	285441	F11-AS1	4
ENSG00000234658			7
ENSG00000274397			14
ENSG00000112406	51696	HECA	6
ENSG00000217825			7
ENSG00000133997	10001	MED6	14
ENSG00000279043			7
ENSG00000226045			7
ENSG00000200378		RNU5B-4P	5
ENSG00000272411			5
ENSG00000213133		PPP1R14BP5	6
ENSG00000232968		EIF4EP4	7
ENSG00000251842		RNU6-732P	5
ENSG00000273219			7
ENSG00000207714	693169	MIR584	5
ENSG00000237821		ST13P7	7
ENSG00000200161		RN7SKP145	5
ENSG00000279856			16
ENSG00000178394	3350	HTR1A	5
ENSG00000255038			11
ENSG00000251643			4
ENSG00000254461			11
ENSG00000273117		INSIG1-DT	7
ENSG00000254855		KLC2-AS1	11
ENSG00000214604		NPM1P36	6
ENSG00000140718	79068	FTO	16
ENSG00000286641	124900881		4
ENSG00000228521			7
ENSG00000218965		NACAP7	6
ENSG00000219298			6
ENSG00000254762		KLC2-AS2	11
ENSG00000248551			4
ENSG00000119915	83401	ELOVL3	10
ENSG00000173626	100128327	TRAPPC3L	6
ENSG00000091732	51530	ZC3HC1	7
ENSG00000174903	81876	RAB1B	11
ENSG00000164024	23173	METAP1	4
ENSG00000258375			12
ENSG00000164398	23305	ACSL6	5
ENSG00000243775	202459	OSTCP1	6
ENSG00000139318	1848	DUSP6	12
ENSG00000146409	116843	SLC18B1	6
ENSG00000107859	5309	PITX3	10
ENSG00000267756			18
ENSG00000267150			18
ENSG00000267356			18
ENSG00000272967			3
ENSG00000267704		FRG2LP	18
ENSG00000267324			18
ENSG00000163870	131601	TPRA1	3
ENSG00000228816		AK3P5	10
ENSG00000079101	27098	CLUL1	18
ENSG00000234163		MTND4LP11	10
ENSG00000229878			10
ENSG00000235962		RPL7AP53	10
ENSG00000234182			10
ENSG00000287560	124902532		10
ENSG00000146281	135293	PM20D2	6
ENSG00000273001		PFKP-DT	10
ENSG00000278419			10
ENSG00000237399	100507034	PITRM1-AS1	10
ENSG00000258044			12
ENSG00000127720	84190	METTL25	12
ENSG00000261116			6
ENSG00000245156			11
ENSG00000271931		PNRC1-DT	6
ENSG00000219150			6
ENSG00000236968			10
ENSG00000214457		RPL7P29	6
ENSG00000254452			11
ENSG00000229214	401288	LINC00242	6
ENSG00000227338			10
ENSG00000287428			10
ENSG00000224658			6
ENSG00000233805			10
ENSG00000146072	27242	TNFRSF21	6
ENSG00000252252		RNU6-687P	10
ENSG00000174871	254263	CNIH2	11
ENSG00000234173	105378311		10
ENSG00000224697		NEFMP1	10
ENSG00000221594	100302192	MIR548F1	10
ENSG00000236744			10
ENSG00000223800			10
ENSG00000228048			10
ENSG00000236993		GAPDHP21	10
ENSG00000270541			10
ENSG00000107959	10531	PITRM1	10
ENSG00000118514	64577	ALDH8A1	6
ENSG00000166415	256764	WDR72	15
ENSG00000283697	101928917	HSFX3	X
ENSG00000198205	7789	ZXDA	X
ENSG00000176774	286514	MAGEB18	X
ENSG00000251073		NUDT19P5	4
ENSG00000281591	100419743	DBET	4
ENSG00000272646			4
ENSG00000251416			4
ENSG00000232446			X
ENSG00000227511			X
ENSG00000176746	158809	MAGEB6	X
ENSG00000248210	101927849	LINC02355	4
ENSG00000232644			X
ENSG00000188408	347541	MAGEB5	X
ENSG00000286133			4
ENSG00000127528	10365	KLF2	19
ENSG00000237171			X
ENSG00000271474		UNC5C-AS1	4
ENSG00000259849	139538	VENTXP1	X
ENSG00000174851	10897	YIF1A	11
ENSG00000174145	57495	NWD2	4
ENSG00000178146		GK4P	X
ENSG00000241825		RPL7P42	12
ENSG00000188828		GLRA4	X
ENSG00000257124			12
ENSG00000284195	102465513	MIR6852	9
ENSG00000107175	10488	CREB3	9
ENSG00000111145	2004	ELK3	12
ENSG00000202058		RN7SKP80	22
ENSG00000251913		RNU6-513P	22
ENSG00000276027	267010	RNU12	22
ENSG00000065268	57418	WDR18	19
ENSG00000270022			22
ENSG00000249222	267020	ATP5MGL	22
ENSG00000250195	105377448		4
ENSG00000289517			22
ENSG00000249698		MTCO3P9	4
ENSG00000213434		VTI1BP2	4
ENSG00000249066	105377248	LINC02496	4
ENSG00000183172	91689	SMDT1	22
ENSG00000251213			4
ENSG00000250496		ABT1P1	4
ENSG00000249945			4
ENSG00000231839		DPY19L4P2	7
ENSG00000241881			7
ENSG00000225176		ATP5MGP4	4
ENSG00000164898	154791	FMC1	7
ENSG00000242936		RPL30P6	4
ENSG00000250577			4
ENSG00000275826			4
ENSG00000251490			4
ENSG00000128274	53947	A4GALT	22
ENSG00000277162			4
ENSG00000289724			18
ENSG00000249818	102724700		4
ENSG00000258834		DUX4L4	4
ENSG00000242550	5273	SERPINB10	18
ENSG00000283258			16
ENSG00000186163	207147	PRSS59P	7
ENSG00000283457			16
ENSG00000185149	4887	NPY2R	4
ENSG00000266900			18
ENSG00000279225			16
ENSG00000237901			16
ENSG00000267560			18
ENSG00000288568	101928737	ZCCHC14-DT	16
ENSG00000261570		AGK-DT	7
ENSG00000141655	8792	TNFRSF11A	18
ENSG00000251609		SETP12	4
ENSG00000226999			7
ENSG00000261082		LINC01228	16
ENSG00000103187	23406	COTL1	16
ENSG00000226816			7
ENSG00000200448			22
ENSG00000250501			4
ENSG00000151572	121601	ANO4	12
ENSG00000234009		RPL5P34	22
ENSG00000234071			7
ENSG00000215168		ATXN7L3P1	X
ENSG00000237294		EIF4BP9	X
ENSG00000218048			6
ENSG00000227455			6
ENSG00000229608		GOLGA2P4	22
ENSG00000231356		MTFR1P1	X
ENSG00000226820			X
ENSG00000224236		MRRFP1	X
ENSG00000274717			22
ENSG00000125675	2892	GRIA3	X
ENSG00000106554	54927	CHCHD3	7
ENSG00000242247	26286	ARFGAP3	22
ENSG00000180015			4
ENSG00000248546		ANP32C	4
ENSG00000111880	8732	RNGTT	6
ENSG00000242169		RPL7AP27	4
ENSG00000259115			14
ENSG00000205100		HSP90AA4P	4
ENSG00000273945	102466201	MIR6853	9
ENSG00000251310			4
ENSG00000283355			4
ENSG00000258951		KRT18P7	14
ENSG00000070610	57704	GBA2	9
ENSG00000245466	101928075	TTC9-DT	14
ENSG00000249877			4
ENSG00000250458			4
ENSG00000240837		RN7SL77P	14
ENSG00000133985	23508	TTC9	14
ENSG00000109536	2483	FRG1	4
ENSG00000275630			14
ENSG00000261010		RARRES2P6	16
ENSG00000287153			14
ENSG00000287777			14
ENSG00000258897		EGLN3-AS1	14
ENSG00000143119	963	CD53	1
ENSG00000103121	56942	CMC2	16
ENSG00000223299		RN7SKP108	14
ENSG00000287350	105370645		14
ENSG00000258979	105370646	LINC02299	14
ENSG00000287772			14
ENSG00000280070			14
ENSG00000288034	124903376		14
ENSG00000259026			14
ENSG00000258393			14
ENSG00000006432	4293	MAP3K9	14
ENSG00000179292	256472	TMEM151A	11
ENSG00000229603			7
ENSG00000261624		NDUFB10P2	7
ENSG00000248517		LINC02437	4
ENSG00000254458			11
ENSG00000106400	10467	ZNHIT1	7
ENSG00000214273		AGGF1P1	4
ENSG00000174807	57124	CD248	11
ENSG00000247130			4
ENSG00000248370	105377606	LINC02434	4
ENSG00000259569			15
ENSG00000287408			15
ENSG00000174791	9610	RIN1	11
ENSG00000199867			18
ENSG00000267341			18
ENSG00000259481			15
ENSG00000241088		RPL17P44	18
ENSG00000274128			15
ENSG00000259735			15
ENSG00000286700			4
ENSG00000267487			18
ENSG00000249520			4
ENSG00000266920		ACTBP9	18
ENSG00000249003		CLUHP4	4
ENSG00000141664	54877	ZCCHC2	18
ENSG00000140386	49855	SCAPER	15
ENSG00000224569			4
ENSG00000250292			4
ENSG00000249693	100506564	THEGL	4
ENSG00000237278		RLIMP2	1
ENSG00000233432		MTIF2P1	1
ENSG00000227700			1
ENSG00000229911			1
ENSG00000230654		MTCO2P25	7
ENSG00000143520	388698	FLG2	1
ENSG00000170265	8427	ZNF282	7
ENSG00000250497			4
ENSG00000250768		DPP3P1	4
ENSG00000248019	285512	FAM13A-AS1	4
ENSG00000171943	653464	SRGAP2C	1
ENSG00000250356		HSPE1P23	4
ENSG00000287512			4
ENSG00000107185	9827	RGP1	9
ENSG00000251437		NDUFS5P4	4
ENSG00000250746			4
ENSG00000286066			4
ENSG00000250636			4
ENSG00000251688		LINC02507	4
ENSG00000249618	107986313	LINC02465	4
ENSG00000253710	440138	ALG11	13
ENSG00000254756			11
ENSG00000224733			6
ENSG00000216853		MTCYBP36	6
ENSG00000119900	79627	OGFRL1	6
ENSG00000174744	25855	BRMS1	11
ENSG00000214025		ATP5PBP4	2
ENSG00000213120		LIN28AP1	2
ENSG00000204253		HNRNPCP2	2
ENSG00000273113			2
ENSG00000226733	100505985		6
ENSG00000179101		H3P47	X
ENSG00000235351			2
ENSG00000228543	124905242		X
ENSG00000215183	692094	MSMP	9
ENSG00000232409			2
ENSG00000232111			X
ENSG00000225493		LINC01107	2
ENSG00000219747		RPL32P16	6
ENSG00000282306			X
ENSG00000213150			6
ENSG00000282501			X
ENSG00000218872			6
ENSG00000270719			1
ENSG00000146966	27147	DENND2A	7
ENSG00000282358			X
ENSG00000231120		BTF3P10	6
ENSG00000269919			6
ENSG00000282668			X
ENSG00000218014		KRT19P1	6
ENSG00000282299			X
ENSG00000213117		MEMO1P2	6
ENSG00000282697			X
ENSG00000282222			X
ENSG00000281955			X
ENSG00000155761	200162	SPAG17	1
ENSG00000136731	56886	UGGT1	2
ENSG00000218813			6
ENSG00000281941			X
ENSG00000228843			9
ENSG00000282300			X
ENSG00000217044		MTCO3P31	6
ENSG00000227388			9
ENSG00000219940		SPTLC1P3	6
ENSG00000101849	6907	TBL1X	X
ENSG00000279960			6
ENSG00000217576			13
ENSG00000137098	26206	SPAG8	9
ENSG00000071242	6196	RPS6KA2	6
ENSG00000226989			22
ENSG00000100243	1727	CYB5R3	22
ENSG00000258680			14
ENSG00000270713			14
ENSG00000199285			14
ENSG00000285323			13
ENSG00000100934	10484	SEC23A	14
ENSG00000139496	9818	NUP58	13
ENSG00000286821	112268472		4
ENSG00000249106	101928590	GPM6A-DT	4
ENSG00000102978	5432	POLR2C	16
ENSG00000251298		TMEM184C-DT	4
ENSG00000286259			12
ENSG00000250189			4
ENSG00000279236			18
ENSG00000184139		RPL7AP28	4
ENSG00000235552		RPL6P27	18
ENSG00000251555			4
ENSG00000207642	693156	MIR571	4
ENSG00000200761		RN7SKP113	4
ENSG00000278607			18
ENSG00000221275	100302277	MIR548I2	4
ENSG00000180263	55785	FGD6	12
ENSG00000203436			4
ENSG00000202054		RNA5SP152	4
ENSG00000252002		RNA5SP154	4
ENSG00000222182		RNA5SP156	4
ENSG00000227115	100287225	LINC01630	18
ENSG00000212282		RNU6-578P	4
ENSG00000202449			4
ENSG00000186265	151888	BTLA	3
ENSG00000199420		RN7SKP170	4
ENSG00000207716	693157	MIR572	4
ENSG00000206780	109616994	SNORA75B	4
ENSG00000283271			4
ENSG00000207697	693158	MIR573	4
ENSG00000243005		RN7SL16P	4
ENSG00000239001		RNU6-420P	4
ENSG00000207732	407000	MIR218-1	4
ENSG00000283281	102465859	MIR7978	4
ENSG00000251816		RNA5SP157	4
ENSG00000243548		RN7SL101P	4
ENSG00000283275	100422937	MIR4275	4
ENSG00000238632		RNU7-126P	4
ENSG00000283666	124900885		4
ENSG00000283207	100313806	MIR1255B1	4
ENSG00000222206			4
ENSG00000238694	124900893		4
ENSG00000206665		RNU6-573P	4
ENSG00000269058	125972	CALR3	19
ENSG00000263642	100616274	MIR4802	4
ENSG00000239010		RNU7-74P	4
ENSG00000264319	100616435	MIR4801	4
ENSG00000200720		RNU6-931P	4
ENSG00000252243		RNU6-412P	4
ENSG00000288566			10
ENSG00000202297		RNY3P12	10
ENSG00000206675		RNU6-32P	4
ENSG00000232709		MARK2P9	10
ENSG00000239679		RN7SL193P	4
ENSG00000286795			10
ENSG00000222257		RN7SKP199	4
ENSG00000272447	642361		10
ENSG00000252913		RNU6-158P	4
ENSG00000101850	4935	GPR143	X
ENSG00000277388	102467004	MIR8053	4
ENSG00000199780			4
ENSG00000214695		NPAP1P2	10
ENSG00000265829	100616450	MIR548AG1	4
ENSG00000204437		CTSLP6	10
ENSG00000202169			4
ENSG00000201775		RNU6-1325P	4
ENSG00000214584		PGGT1BP2	10
ENSG00000252890		RNU6-699P	4
ENSG00000283913			10
ENSG00000221563	100302177	MIR1269A	4
ENSG00000252104		RNU6-191P	4
ENSG00000206629		RNU1-63P	4
ENSG00000274759		RNA5SP527	4
ENSG00000137133	84681	HINT2	9
ENSG00000201676			4
ENSG00000202374	124900175		4
ENSG00000210839		RNU6ATAC5P	4
ENSG00000267322	103091864	SNHG22	18
ENSG00000252955		RNU4ATAC9P	4
ENSG00000221639	124900180		4
ENSG00000283101		BMS1P21	10
ENSG00000252762			4
ENSG00000207065		RNU5A-2P	4
ENSG00000202485		RNU6-499P	4
ENSG00000242600	8512	MBL1P	10
ENSG00000200108		RNU6-774P	4
ENSG00000287611			18
ENSG00000201901		RN7SKP48	4
ENSG00000207746	693160	MIR575	4
ENSG00000278151			4
ENSG00000287232	124909426		3
ENSG00000276003			4
ENSG00000199530			4
ENSG00000283503		LINC01902	18
ENSG00000251874		RNU6-615P	4
ENSG00000207524		RNU6-33P	4
ENSG00000200622		RNU6-1059P	4
ENSG00000266421	100616349	MIR4451	4
ENSG00000201640		RN7SKP28	4
ENSG00000133661	6441	SFTPD	10
ENSG00000252548		RNU7-149P	4
ENSG00000265213	100500867	MIR3684	4
ENSG00000199529		RNU6-462P	4
ENSG00000252470		RNU6-551P	4
ENSG00000286492			3
ENSG00000174684	11041	B4GAT1	11
ENSG00000201744		RNU6-34P	4
ENSG00000228112			3
ENSG00000252460		RNU6-635P	4
ENSG00000201633			4
ENSG00000206601		RNU6-431P	4
ENSG00000275994	677809	SNORA24	4
ENSG00000172139	285335	SLC9C1	3
ENSG00000207931	693162	MIR577	4
ENSG00000183709	282616	IFNL2	19
ENSG00000243227		RN7SL55P	4
ENSG00000267374	647946	MIR924HG	18
ENSG00000244754	10443	N4BP2L2	13
ENSG00000207988	693161	MIR576	4
ENSG00000273882	102465868	MIR8066	4
ENSG00000221265	100302193	MIR1255A	4
ENSG00000223006		RN7SKP137	4
ENSG00000255468	102724064	B4GAT1-DT	11
ENSG00000252183		RNU6-948P	4
ENSG00000278963			17
ENSG00000201752		RNU6-119P	4
ENSG00000212359		RNU6-550P	4
ENSG00000108798	51225	ABI3	17
ENSG00000199862			4
ENSG00000241392		RN7SL205P	4
ENSG00000200553			4
ENSG00000281369			4
ENSG00000207322		RNU1-89P	4
ENSG00000206782		RNU6-224P	4
ENSG00000207148			4
ENSG00000240637		RN7SL808P	4
ENSG00000252014			4
ENSG00000201314			4
ENSG00000174669	3177	SLC29A2	11
ENSG00000283432	124900883		4
ENSG00000201846		RNA5SP166	4
ENSG00000118900	29855	UBN1	16
ENSG00000239168		RNU7-197P	4
ENSG00000207121		RNU6-1230P	4
ENSG00000202331		RNA5SP167	4
ENSG00000252951		RNA5SP165	4
ENSG00000273372		SFTPD-AS1	10
ENSG00000252233		RN7SKP253	4
ENSG00000235924		ZNRF2P3	10
ENSG00000225100		DPY19L2P5	10
ENSG00000229616			10
ENSG00000224760		C1DP3	10
ENSG00000264274	100616246	MIR4799	4
ENSG00000236217		C1DP2	10
ENSG00000240014		RN7SL254P	4
ENSG00000227515		C1DP4	10
ENSG00000253019		RN7SKP35	4
ENSG00000230091		TMEM254-AS1	10
ENSG00000230806	100873165	SRGAP2-AS1	1
ENSG00000201264	114655	SNORD73B	4
ENSG00000221369	100313938	MIR548G	4
ENSG00000252544		RNU6-1282P	4
ENSG00000253077		RNA5SP169	4
ENSG00000285645			9
ENSG00000208797	8944	SNORD73A	4
ENSG00000206978			4
ENSG00000274535			4
ENSG00000252350		RPPH1-3P	4
ENSG00000199634		RNU4-79P	4
ENSG00000206711			4
ENSG00000152433	284306	ZNF547	19
ENSG00000223037		RNU6-284P	4
ENSG00000137103	51754	TMEM8B	9
ENSG00000222721		RN7SKP188	4
ENSG00000287547			7
ENSG00000116830	8458	TTF2	1
ENSG00000252959		RNA5SP170	4
ENSG00000261797			7
ENSG00000251961		RNU6ATAC13P	4
ENSG00000253001		RN7SKP105	4
ENSG00000197024	57541	ZNF398	7
ENSG00000200521			4
ENSG00000282432			10
ENSG00000278502	102466953	MIR6082	4
ENSG00000240772		RN7SL776P	4
ENSG00000201931		RNA5SP172	4
ENSG00000253000		RNU1-45P	4
ENSG00000133678	80195	TMEM254	10
ENSG00000222859		RN7SKP136	4
ENSG00000212373		RNA5SP171	4
ENSG00000198759	25975	EGFL6	X
ENSG00000201727		RNA5SP173	4
ENSG00000283468	100616234	MIR4454	4
ENSG00000251742		RN7SKP13	4
ENSG00000201433		RNU6-335P	4
ENSG00000251739		RNU6-1053P	4
ENSG00000252157		RNU6-479P	4
ENSG00000201516			4
ENSG00000244512		RN7SL28P	4
ENSG00000221227	100302270	MIR1305	4
ENSG00000184162	126382	NR2C2AP	19
ENSG00000252343		RNU2-34P	4
ENSG00000222582		RNU2-66P	4
ENSG00000251714		RN7SKP67	4
ENSG00000289833			18
ENSG00000252604		RNU2-44P	4
ENSG00000267040	100505549	ATP8B1-AS1	18
ENSG00000265846	100423042	MIR4276	4
ENSG00000201145		RNA5SP175	4
ENSG00000201085		RNU6-173P	4
ENSG00000202215		RNU1-51P	4
ENSG00000199572		RNA5SP174	4
ENSG00000212191	124900186		4
ENSG00000252275		RNU7-192P	4
ENSG00000263823			18
ENSG00000259959			4
ENSG00000289619			18
ENSG00000265174			18
ENSG00000265158		LRRC37A7P	18
ENSG00000170448	152518	NFXL1	4
ENSG00000273355			18
ENSG00000261738	645355	MIR3976HG	18
ENSG00000233357		RPL30P15	X
ENSG00000283493	102466519	MIR6086	X
ENSG00000199622		RN7SKP20	X
ENSG00000248895			17
ENSG00000123595	9367	RAB9A	X
ENSG00000233380		RPS2P48	17
ENSG00000266601			17
ENSG00000173714	124857	WFIKKN2	17
ENSG00000002079		MYH16	7
ENSG00000046651	8481	OFD1	X
ENSG00000159202	65264	UBE2Z	17
ENSG00000142453	10498	CARM1	19
ENSG00000234422		UBE2WP1	1
ENSG00000227056		RPL6P2	1
ENSG00000227091	105378897	SLC6A17-AS1	1
ENSG00000257764			12
ENSG00000258815		LINC02820	12
ENSG00000257515			12
ENSG00000214204		HNRNPA1P43	1
ENSG00000081026	260425	MAGI3	1
ENSG00000259121			14
ENSG00000258651	105370458	SEC23A-AS1	14
ENSG00000258591		PPIAP4	14
ENSG00000182400	122553	TRAPPC6B	14
ENSG00000244722		RPSAP29	3
ENSG00000285738			3
ENSG00000214283		RAD51AP1P1	3
ENSG00000239350			3
ENSG00000144848	64422	ATG3	3
ENSG00000233417			7
ENSG00000261778			7
ENSG00000260552	101927809	COSMOC	18
ENSG00000259389		H3P38	15
ENSG00000280340			7
ENSG00000267069			18
ENSG00000188266	123688	HYKK	15
ENSG00000263753	339290	LINC00667	18
ENSG00000286170			2
ENSG00000157703	136306	SVOPL	7
ENSG00000204930	392307	FAM221B	9
ENSG00000271435		TEKT4P3	2
ENSG00000226946			2
ENSG00000235861			2
ENSG00000008988	6224	RPS20	8
ENSG00000227708		LINC01850	2
ENSG00000135617	84279	PRADC1	2
ENSG00000246777	106699570	DYNC1LI2-DT	16
ENSG00000259864			16
ENSG00000259711			16
ENSG00000261471			16
ENSG00000260237			16
ENSG00000260812		RARRES2P7	16
ENSG00000243521		RPL5P33	17
ENSG00000280152			16
ENSG00000154102	404550	C16orf74	16
ENSG00000189120	80320	SP6	17
ENSG00000196091	4604	MYBPC1	12
ENSG00000196758	401040	LINC02991	2
ENSG00000242575		TUBAP13	2
ENSG00000144476	57007	ACKR3	2
ENSG00000241157		RPL32P32	17
ENSG00000259180			15
ENSG00000267131	101927855		17
ENSG00000260206			15
ENSG00000183978	28958	COA3	17
ENSG00000236083		OR13E1P	9
ENSG00000233659		NDUFA5P4	9
ENSG00000104129	55192	DNAJC17	15
ENSG00000196196	646962	HRCT1	9
ENSG00000230783		RPS3AP13	2
ENSG00000235387	158376	SPAAR	9
ENSG00000226953	101928161	NCKAP5-AS2	2
ENSG00000279399			10
ENSG00000251461			17
ENSG00000230171		RPL22P18	10
ENSG00000270264		NDUFB8P2	17
ENSG00000099284	55506	MACROH2A2	10
ENSG00000167083	2793	GNGT2	17
ENSG00000285830			14
ENSG00000241984		RPL7AP2	14
ENSG00000287986			9
ENSG00000259083		PNN-AS1	14
ENSG00000225639		PGAM1P2	9
